,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedrooms_per_house,rooms_per_house,population_per_house
2645,29.0,2864.0,600.0,1314.0,562.0,2.1354,75100.0,True,False,False,False,False,1.0676156583629892,5.096085409252669,2.3380782918149468
2646,33.0,1348.0,234.0,573.0,236.0,2.4896,74100.0,True,False,False,False,False,0.9915254237288136,5.711864406779661,2.4279661016949152
2648,30.0,1927.0,393.0,996.0,374.0,2.2357,72300.0,True,False,False,False,False,1.0508021390374331,5.152406417112299,2.663101604278075
2649,42.0,2380.0,553.0,1300.0,504.0,1.7574,57500.0,True,False,False,False,False,1.0972222222222223,4.722222222222222,2.5793650793650795
2650,38.0,2220.0,426.0,1041.0,401.0,2.3947,70500.0,True,False,False,False,False,1.0623441396508728,5.5361596009975065,2.596009975062344
2651,52.0,1196.0,236.0,965.0,265.0,3.5345,55000.0,True,False,False,False,False,0.8905660377358491,4.513207547169811,3.641509433962264
2652,34.0,1006.0,213.0,443.0,158.0,2.6094,71300.0,True,False,False,False,False,1.3481012658227849,6.367088607594937,2.8037974683544302
2653,52.0,2217.0,394.0,907.0,369.0,2.3571,111400.0,False,False,False,False,True,1.067750677506775,6.008130081300813,2.4579945799457996
2654,52.0,2694.0,453.0,1152.0,435.0,3.0806,106700.0,False,False,False,False,True,1.0413793103448277,6.1931034482758625,2.6482758620689655
2655,52.0,1820.0,300.0,806.0,270.0,3.0147,94600.0,False,False,False,False,True,1.1111111111111112,6.7407407407407405,2.9851851851851854
2657,17.0,1319.0,267.0,393.0,163.0,2.625,135600.0,False,False,False,False,True,1.638036809815951,8.0920245398773,2.411042944785276
2658,16.0,2088.0,535.0,816.0,326.0,1.319,70700.0,True,False,False,False,False,1.6411042944785277,6.404907975460123,2.503067484662577
2659,28.0,2809.0,605.0,1093.0,438.0,2.0962,74000.0,True,False,False,False,False,1.3812785388127853,6.4132420091324205,2.4954337899543377
2660,31.0,1852.0,452.0,917.0,359.0,1.725,54300.0,True,False,False,False,False,1.2590529247910864,5.158774373259053,2.554317548746518
2661,19.0,2283.0,634.0,1184.0,453.0,1.2227,76800.0,True,False,False,False,False,1.3995584988962473,5.039735099337748,2.6136865342163356
2662,33.0,2985.0,591.0,1221.0,486.0,2.087,82400.0,True,False,False,False,False,1.2160493827160495,6.1419753086419755,2.5123456790123457
2663,35.0,2052.0,477.0,900.0,402.0,1.9625,101500.0,True,False,False,False,False,1.1865671641791045,5.104477611940299,2.2388059701492535
2664,17.0,2019.0,496.0,899.0,347.0,2.1864,101900.0,True,False,False,False,False,1.4293948126801153,5.818443804034582,2.590778097982709
2665,38.0,1327.0,262.0,784.0,231.0,1.8793,60800.0,False,True,False,False,False,1.1341991341991342,5.744588744588745,3.393939393939394
2666,18.0,1109.0,283.0,1006.0,253.0,2.163,53400.0,False,True,False,False,False,1.1185770750988142,4.383399209486166,3.9762845849802373
2667,21.0,1024.0,218.0,890.0,232.0,2.101,46700.0,False,True,False,False,False,0.9396551724137931,4.413793103448276,3.836206896551724
2668,33.0,1234.0,373.0,777.0,298.0,1.0,40000.0,False,True,False,False,False,1.2516778523489933,4.140939597315437,2.6073825503355703
2669,32.0,1995.0,523.0,1069.0,410.0,1.6552,43300.0,False,True,False,False,False,1.275609756097561,4.865853658536586,2.607317073170732
2670,37.0,709.0,187.0,390.0,142.0,2.4511,72500.0,False,True,False,False,False,1.3169014084507042,4.992957746478873,2.7464788732394365
2671,27.0,452.0,103.0,258.0,61.0,2.9,87500.0,False,True,False,False,False,1.6885245901639345,7.409836065573771,4.229508196721311
2672,17.0,1009.0,231.0,745.0,217.0,2.0463,61200.0,False,True,False,False,False,1.064516129032258,4.649769585253456,3.4331797235023043
2673,20.0,1121.0,244.0,766.0,230.0,2.2969,62000.0,False,True,False,False,False,1.0608695652173914,4.873913043478261,3.3304347826086955
2674,31.0,314.0,61.0,152.0,56.0,3.3472,91700.0,False,True,False,False,False,1.0892857142857142,5.607142857142857,2.7142857142857144
2675,29.0,1141.0,220.0,684.0,194.0,3.4038,107800.0,False,True,False,False,False,1.134020618556701,5.881443298969073,3.5257731958762886
2676,17.0,841.0,146.0,473.0,154.0,3.1979,113500.0,False,True,False,False,False,0.948051948051948,5.461038961038961,3.0714285714285716
2677,32.0,1615.0,382.0,1307.0,345.0,1.4583,58600.0,False,True,False,False,False,1.107246376811594,4.681159420289855,3.7884057971014493
2678,21.0,1302.0,327.0,1244.0,316.0,2.2054,66400.0,False,True,False,False,False,1.0348101265822784,4.120253164556962,3.9367088607594938
2679,25.0,2578.0,634.0,2082.0,565.0,1.7159,62200.0,False,True,False,False,False,1.1221238938053097,4.56283185840708,3.6849557522123892
2680,20.0,1402.0,287.0,1104.0,317.0,1.9088,63700.0,False,True,False,False,False,0.9053627760252366,4.422712933753943,3.4826498422712935
2681,23.0,1459.0,373.0,1148.0,388.0,1.5372,69400.0,False,True,False,False,False,0.961340206185567,3.7603092783505154,2.9587628865979383
2682,27.0,1513.0,395.0,1121.0,381.0,1.9464,60600.0,False,True,False,False,False,1.036745406824147,3.9711286089238844,2.942257217847769
2683,17.0,1697.0,268.0,911.0,254.0,4.3523,96000.0,False,True,False,False,False,1.0551181102362204,6.681102362204724,3.5866141732283463
2684,24.0,2565.0,530.0,1447.0,473.0,3.2593,80800.0,False,True,False,False,False,1.120507399577167,5.422832980972516,3.059196617336152
2685,41.0,2429.0,454.0,1188.0,430.0,3.0091,70800.0,False,True,False,False,False,1.0558139534883721,5.648837209302326,2.7627906976744185
2686,35.0,1583.0,340.0,933.0,318.0,2.4063,70700.0,False,True,False,False,False,1.069182389937107,4.977987421383648,2.9339622641509435
2687,33.0,2266.0,365.0,952.0,360.0,5.4349,143000.0,False,True,False,False,False,1.0138888888888888,6.294444444444444,2.6444444444444444
2688,21.0,2164.0,480.0,1164.0,421.0,3.8177,107200.0,False,True,False,False,False,1.1401425178147269,5.140142517814727,2.7648456057007125
2689,34.0,2231.0,545.0,1568.0,510.0,1.5217,60300.0,False,True,False,False,False,1.0686274509803921,4.374509803921568,3.074509803921569
2690,24.0,1617.0,366.0,1416.0,401.0,1.975,66400.0,False,True,False,False,False,0.912718204488778,4.032418952618454,3.5311720698254363
2691,10.0,1879.0,387.0,1376.0,337.0,1.9911,67500.0,False,True,False,False,False,1.1483679525222552,5.57566765578635,4.083086053412463
2692,34.0,591.0,139.0,327.0,89.0,3.6528,100000.0,False,True,False,False,False,1.5617977528089888,6.640449438202247,3.6741573033707864
2693,16.0,1136.0,196.0,481.0,185.0,6.2558,146300.0,False,True,False,False,False,1.0594594594594595,6.140540540540541,2.6
2694,19.0,1087.0,171.0,649.0,173.0,3.3182,113800.0,False,True,False,False,False,0.9884393063583815,6.283236994219653,3.7514450867052025
2695,23.0,1458.0,294.0,866.0,275.0,2.3594,74300.0,False,True,False,False,False,1.069090909090909,5.301818181818182,3.149090909090909
2696,14.0,1276.0,270.0,867.0,261.0,1.9375,80900.0,False,True,False,False,False,1.0344827586206897,4.888888888888889,3.32183908045977
2697,30.0,1602.0,322.0,1130.0,335.0,3.5735,71100.0,False,True,False,False,False,0.9611940298507463,4.782089552238806,3.373134328358209
2698,38.0,1892.0,394.0,1175.0,374.0,1.9939,65800.0,False,True,False,False,False,1.053475935828877,5.0588235294117645,3.141711229946524
2699,35.0,1263.0,262.0,950.0,241.0,1.8958,67500.0,False,True,False,False,False,1.0871369294605808,5.240663900414938,3.9419087136929463
2700,32.0,741.0,191.0,623.0,169.0,1.7604,68600.0,False,True,False,False,False,1.1301775147928994,4.384615384615385,3.6863905325443787
2701,33.0,1365.0,269.0,825.0,250.0,3.2396,62300.0,False,True,False,False,False,1.076,5.46,3.3
2702,17.0,1039.0,256.0,728.0,246.0,1.7411,63500.0,False,True,False,False,False,1.0406504065040652,4.223577235772358,2.959349593495935
2703,29.0,1207.0,301.0,804.0,288.0,1.9531,61100.0,False,True,False,False,False,1.0451388888888888,4.190972222222222,2.7916666666666665
2704,31.0,1494.0,289.0,959.0,284.0,3.5282,67500.0,False,True,False,False,False,1.017605633802817,5.26056338028169,3.3767605633802815
2705,20.0,1608.0,274.0,862.0,248.0,4.875,90800.0,False,True,False,False,False,1.1048387096774193,6.483870967741935,3.475806451612903
2706,3.0,1629.0,317.0,1005.0,312.0,4.1293,83200.0,False,True,False,False,False,1.016025641025641,5.221153846153846,3.2211538461538463
2707,19.0,541.0,104.0,457.0,106.0,3.3583,102800.0,False,True,False,False,False,0.9811320754716981,5.10377358490566,4.311320754716981
2708,23.0,1228.0,235.0,569.0,235.0,3.1667,125000.0,False,True,False,False,False,1.0,5.225531914893617,2.421276595744681
2709,18.0,1564.0,340.0,1161.0,343.0,2.1792,55200.0,False,True,False,False,False,0.9912536443148688,4.559766763848397,3.3848396501457727
2710,44.0,472.0,81.0,206.0,57.0,2.2083,93800.0,False,True,False,False,False,1.4210526315789473,8.280701754385966,3.6140350877192984
2711,16.0,348.0,99.0,123.0,54.0,2.0938,87500.0,False,True,False,False,False,1.8333333333333333,6.444444444444445,2.2777777777777777
2712,19.0,377.0,69.0,198.0,55.0,1.625,112500.0,False,True,False,False,False,1.2545454545454546,6.8545454545454545,3.6
2713,5.0,805.0,143.0,458.0,143.0,4.475,96300.0,False,True,False,False,False,1.0,5.629370629370629,3.202797202797203
2714,34.0,1540.0,316.0,1013.0,274.0,2.5664,67500.0,False,True,False,False,False,1.1532846715328466,5.62043795620438,3.697080291970803
2715,10.0,1088.0,203.0,533.0,201.0,3.6597,87500.0,False,True,False,False,False,1.0099502487562189,5.412935323383085,2.6517412935323383
2716,17.0,1492.0,426.0,1595.0,428.0,1.7188,69900.0,False,True,False,False,False,0.9953271028037384,3.485981308411215,3.7266355140186915
2717,16.0,1307.0,359.0,961.0,327.0,1.1853,72600.0,False,True,False,False,False,1.0978593272171253,3.996941896024465,2.9388379204892967
2718,16.0,2276.0,594.0,1184.0,513.0,1.875,93800.0,False,True,False,False,False,1.1578947368421053,4.436647173489279,2.3079922027290447
2719,21.0,1260.0,246.0,805.0,239.0,2.6172,88500.0,False,True,False,False,False,1.0292887029288702,5.2719665271966525,3.3682008368200838
2720,18.0,1715.0,337.0,1166.0,333.0,2.2417,79200.0,False,True,False,False,False,1.012012012012012,5.15015015015015,3.5015015015015014
2721,14.0,1527.0,325.0,1453.0,332.0,1.735,61200.0,False,True,False,False,False,0.9789156626506024,4.599397590361446,4.376506024096385
2722,17.0,1190.0,275.0,1113.0,258.0,2.3571,63100.0,False,True,False,False,False,1.065891472868217,4.612403100775194,4.313953488372093
2723,13.0,330.0,72.0,822.0,64.0,3.4107,142500.0,False,True,False,False,False,1.125,5.15625,10.0
2724,23.0,666.0,142.0,580.0,160.0,2.1136,61000.0,False,True,False,False,False,0.8875,4.1625,3.625
2725,22.0,565.0,162.0,692.0,141.0,1.2083,53600.0,False,True,False,False,False,1.148936170212766,4.00709219858156,4.907801418439717
2726,30.0,752.0,194.0,733.0,186.0,1.6607,56100.0,False,True,False,False,False,1.043010752688172,4.043010752688172,3.9408602150537635
2727,23.0,1712.0,403.0,1370.0,377.0,1.275,60400.0,False,True,False,False,False,1.0689655172413792,4.541114058355437,3.6339522546419096
2728,23.0,1004.0,221.0,697.0,201.0,1.6351,59600.0,False,True,False,False,False,1.099502487562189,4.9950248756218905,3.4676616915422884
2729,33.0,1192.0,213.0,1066.0,211.0,4.5714,68600.0,False,True,False,False,False,1.009478672985782,5.649289099526066,5.052132701421801
2730,25.0,1311.0,375.0,1193.0,351.0,2.1979,63900.0,False,True,False,False,False,1.0683760683760684,3.735042735042735,3.398860398860399
2731,28.0,1672.0,416.0,1335.0,397.0,1.5987,59400.0,False,True,False,False,False,1.0478589420654911,4.211586901763225,3.36272040302267
2732,15.0,1171.0,328.0,1024.0,298.0,1.3882,69400.0,False,True,False,False,False,1.1006711409395973,3.9295302013422817,3.436241610738255
2733,18.0,1178.0,438.0,1377.0,429.0,1.3373,58300.0,False,True,False,False,False,1.020979020979021,2.745920745920746,3.2097902097902096
2734,34.0,2856.0,555.0,1627.0,522.0,3.2083,76200.0,False,True,False,False,False,1.0632183908045978,5.471264367816092,3.1168582375478926
2735,20.0,2372.0,835.0,2283.0,767.0,1.1707,62500.0,False,True,False,False,False,1.0886571056062582,3.0925684485006517,2.9765319426336374
2736,50.0,1291.0,277.0,864.0,274.0,1.6667,68100.0,False,True,False,False,False,1.010948905109489,4.711678832116788,3.153284671532847
2737,46.0,2511.0,490.0,1583.0,469.0,3.0603,70800.0,False,True,False,False,False,1.044776119402985,5.353944562899787,3.375266524520256
2738,35.0,1185.0,202.0,615.0,191.0,4.6154,86200.0,False,True,False,False,False,1.057591623036649,6.204188481675392,3.2198952879581153
2739,25.0,2007.0,301.0,1135.0,332.0,5.128,99600.0,False,True,False,False,False,0.9066265060240963,6.045180722891566,3.4186746987951806
2740,29.0,1568.0,283.0,848.0,245.0,3.1597,76200.0,False,True,False,False,False,1.1551020408163266,6.4,3.4612244897959186
2741,5.0,2652.0,606.0,1767.0,536.0,2.8025,84300.0,False,True,False,False,False,1.1305970149253732,4.947761194029851,3.296641791044776
2742,5.0,2494.0,414.0,1416.0,421.0,5.7843,110100.0,False,True,False,False,False,0.9833729216152018,5.923990498812351,3.3634204275534443
2743,8.0,2183.0,307.0,1000.0,287.0,6.3814,159900.0,False,True,False,False,False,1.0696864111498259,7.606271777003484,3.484320557491289
2744,14.0,1687.0,507.0,762.0,451.0,1.6635,64400.0,False,True,False,False,False,1.124168514412417,3.740576496674058,1.689578713968958
2745,34.0,1152.0,208.0,621.0,208.0,3.6042,73600.0,False,True,False,False,False,1.0,5.538461538461538,2.985576923076923
2746,29.0,2321.0,367.0,1173.0,360.0,4.0375,86400.0,False,True,False,False,False,1.0194444444444444,6.447222222222222,3.2583333333333333
2747,20.0,1534.0,235.0,871.0,222.0,6.2715,97200.0,False,True,False,False,False,1.0585585585585586,6.90990990990991,3.9234234234234235
2748,15.0,1413.0,279.0,803.0,277.0,4.3021,87500.0,False,True,False,False,False,1.0072202166064983,5.101083032490974,2.898916967509025
2749,15.0,1278.0,217.0,653.0,185.0,4.4821,140300.0,False,True,False,False,False,1.172972972972973,6.908108108108108,3.5297297297297296
2750,30.0,935.0,177.0,649.0,148.0,2.5769,94400.0,False,True,False,False,False,1.195945945945946,6.3175675675675675,4.385135135135135
2751,17.0,1960.0,389.0,1691.0,356.0,1.899,64000.0,False,True,False,False,False,1.0926966292134832,5.50561797752809,4.75
2752,19.0,583.0,113.0,531.0,134.0,1.6838,95800.0,False,True,False,False,False,0.8432835820895522,4.350746268656716,3.962686567164179
2753,25.0,2322.0,573.0,2185.0,602.0,1.375,70100.0,False,True,False,False,False,0.9518272425249169,3.857142857142857,3.629568106312292
2754,24.0,1266.0,275.0,1083.0,298.0,1.4828,73100.0,False,True,False,False,False,0.9228187919463087,4.248322147651007,3.634228187919463
2755,15.0,3414.0,666.0,2097.0,622.0,2.3319,91200.0,False,True,False,False,False,1.0707395498392283,5.488745980707395,3.3713826366559485
2756,18.0,3631.0,913.0,3565.0,924.0,1.5931,88400.0,False,True,False,False,False,0.9880952380952381,3.9296536796536796,3.8582251082251084
2757,35.0,2159.0,492.0,1694.0,475.0,2.1776,75500.0,False,True,False,False,False,1.0357894736842106,4.545263157894737,3.566315789473684
2758,29.0,1523.0,440.0,1302.0,393.0,1.1311,84700.0,False,True,False,False,False,1.1195928753180662,3.8753180661577606,3.312977099236641
2759,11.0,2872.0,610.0,2644.0,581.0,2.625,72700.0,False,True,False,False,False,1.0499139414802066,4.943201376936317,4.550774526678141
2760,6.0,2804.0,581.0,2807.0,594.0,2.0625,67700.0,False,True,False,False,False,0.9781144781144782,4.720538720538721,4.725589225589226
2761,17.0,290.0,94.0,135.0,57.0,1.7292,81300.0,False,True,False,False,False,1.6491228070175439,5.087719298245614,2.3684210526315788
2762,16.0,245.0,57.0,81.0,33.0,1.2639,51300.0,False,True,False,False,False,1.7272727272727273,7.424242424242424,2.4545454545454546
2764,26.0,1134.0,280.0,329.0,158.0,1.4338,43900.0,False,True,False,False,False,1.7721518987341771,7.177215189873418,2.0822784810126582
2765,18.0,414.0,86.0,98.0,54.0,1.5417,57500.0,False,True,False,False,False,1.5925925925925926,7.666666666666667,1.8148148148148149
2766,20.0,1996.0,515.0,659.0,295.0,2.8684,62800.0,False,True,False,False,False,1.7457627118644068,6.766101694915254,2.233898305084746
2767,15.0,1945.0,536.0,515.0,273.0,2.0109,54300.0,False,True,False,False,False,1.9633699633699633,7.124542124542124,1.8864468864468864
2768,5.0,186.0,43.0,41.0,21.0,2.7,58800.0,False,True,False,False,False,2.0476190476190474,8.857142857142858,1.9523809523809523
2769,8.0,240.0,46.0,63.0,24.0,1.4688,53800.0,False,True,False,False,False,1.9166666666666667,10.0,2.625
2770,15.0,459.0,95.0,160.0,73.0,0.922,67500.0,False,True,False,False,False,1.3013698630136987,6.287671232876712,2.191780821917808
2771,19.0,1210.0,248.0,329.0,155.0,1.7857,62800.0,False,True,False,False,False,1.6,7.806451612903226,2.1225806451612903
2772,27.0,322.0,81.0,112.0,57.0,1.125,54400.0,False,True,False,False,False,1.4210526315789473,5.649122807017544,1.9649122807017543
2773,12.0,99.0,25.0,37.0,17.0,1.8958,53800.0,False,True,False,False,False,1.4705882352941178,5.823529411764706,2.176470588235294
2774,2.0,96.0,18.0,30.0,16.0,5.3374,47500.0,False,True,False,False,False,1.125,6.0,1.875
2775,24.0,796.0,243.0,227.0,139.0,0.8964,59200.0,False,True,False,False,False,1.7482014388489209,5.726618705035971,1.6330935251798562
2777,19.0,749.0,238.0,476.0,169.0,1.7727,50000.0,False,True,False,False,False,1.4082840236686391,4.431952662721893,2.8165680473372783
2779,21.0,44.0,33.0,64.0,27.0,0.8571,25000.0,False,True,False,False,False,1.2222222222222223,1.6296296296296295,2.3703703703703702
2780,19.0,2570.0,820.0,1431.0,608.0,1.275,56100.0,False,True,False,False,False,1.3486842105263157,4.2269736842105265,2.3536184210526314
2781,15.0,1448.0,378.0,949.0,300.0,0.8585,45000.0,False,True,False,False,False,1.26,4.826666666666667,3.1633333333333336
2782,17.0,1388.0,386.0,775.0,320.0,1.2049,44000.0,False,True,False,False,False,1.20625,4.3375,2.421875
2783,16.0,3806.0,794.0,1501.0,714.0,2.1212,108300.0,False,True,False,False,False,1.112044817927171,5.330532212885154,2.1022408963585435
2784,19.0,2460.0,405.0,1225.0,425.0,4.1576,141500.0,False,True,False,False,False,0.9529411764705882,5.788235294117647,2.8823529411764706
2785,19.0,2682.0,518.0,1134.0,399.0,3.2132,166000.0,False,True,False,False,False,1.2982456140350878,6.7218045112781954,2.8421052631578947
2786,20.0,1468.0,283.0,721.0,270.0,3.0817,118800.0,False,True,False,False,False,1.048148148148148,5.437037037037037,2.6703703703703705
2787,26.0,3135.0,524.0,1385.0,523.0,4.337,139700.0,False,True,False,False,False,1.0019120458891013,5.994263862332696,2.6481835564053537
2788,21.0,3302.0,557.0,1413.0,520.0,4.375,180400.0,False,True,False,False,False,1.0711538461538461,6.35,2.7173076923076924
2789,18.0,2281.0,520.0,1425.0,465.0,1.7388,54400.0,False,True,False,False,False,1.118279569892473,4.905376344086021,3.064516129032258
2790,34.0,2465.0,619.0,1172.0,575.0,1.9722,116100.0,False,True,False,False,False,1.0765217391304347,4.28695652173913,2.0382608695652173
2791,25.0,3295.0,824.0,1477.0,770.0,1.8325,105800.0,False,True,False,False,False,1.07012987012987,4.279220779220779,1.9181818181818182
2792,38.0,1813.0,410.0,902.0,396.0,2.3261,98400.0,False,True,False,False,False,1.0353535353535352,4.578282828282828,2.2777777777777777
2793,22.0,3480.0,673.0,1541.0,636.0,2.75,94500.0,False,True,False,False,False,1.0581761006289307,5.471698113207547,2.4229559748427674
2794,19.0,99.0,26.0,51.0,22.0,1.7292,137500.0,False,True,False,False,False,1.1818181818181819,4.5,2.3181818181818183
2795,35.0,2563.0,530.0,861.0,371.0,2.325,80600.0,False,True,False,False,False,1.4285714285714286,6.908355795148248,2.3207547169811322
2796,34.0,2090.0,478.0,896.0,426.0,2.0357,74200.0,False,True,False,False,False,1.1220657276995305,4.906103286384977,2.103286384976526
2797,23.0,2311.0,487.0,1019.0,384.0,2.2574,104700.0,False,True,False,False,False,1.2682291666666667,6.018229166666667,2.6536458333333335
2798,25.0,1709.0,439.0,632.0,292.0,1.7868,45500.0,False,True,False,False,False,1.5034246575342465,5.852739726027397,2.164383561643836
2799,19.0,619.0,239.0,490.0,164.0,2.1,14999.0,False,True,False,False,False,1.4573170731707317,3.774390243902439,2.9878048780487805
2800,14.0,1372.0,386.0,436.0,213.0,1.1471,32900.0,False,True,False,False,False,1.812206572769953,6.44131455399061,2.0469483568075115
2801,42.0,2271.0,458.0,1124.0,447.0,2.7583,64900.0,False,True,False,False,False,1.0246085011185682,5.080536912751678,2.5145413870246087
2802,45.0,1628.0,352.0,754.0,334.0,2.5703,62400.0,False,True,False,False,False,1.0538922155688624,4.874251497005988,2.2574850299401197
2803,38.0,2952.0,598.0,1491.0,568.0,2.6094,67900.0,False,True,False,False,False,1.0528169014084507,5.197183098591549,2.625
2804,14.0,3520.0,604.0,1748.0,582.0,4.3162,87100.0,False,True,False,False,False,1.0378006872852235,6.048109965635739,3.0034364261168385
2805,5.0,2133.0,487.0,1182.0,438.0,3.0268,77000.0,False,True,False,False,False,1.1118721461187215,4.86986301369863,2.6986301369863015
2806,29.0,3415.0,631.0,1527.0,597.0,4.0125,84400.0,False,True,False,False,False,1.0569514237855946,5.720268006700167,2.557788944723618
2807,39.0,2033.0,370.0,956.0,379.0,3.1736,70700.0,False,True,False,False,False,0.9762532981530343,5.364116094986807,2.5224274406332454
2808,40.0,1089.0,226.0,520.0,218.0,2.2727,67200.0,False,True,False,False,False,1.036697247706422,4.995412844036697,2.385321100917431
2809,36.0,2044.0,447.0,1021.0,374.0,1.8472,57400.0,False,True,False,False,False,1.195187165775401,5.46524064171123,2.729946524064171
2810,40.0,1912.0,439.0,1015.0,413.0,1.4598,52600.0,False,True,False,False,False,1.062953995157385,4.62953995157385,2.457627118644068
2811,42.0,1705.0,418.0,905.0,393.0,1.6286,54600.0,False,True,False,False,False,1.063613231552163,4.338422391857506,2.3027989821882953
2812,41.0,1808.0,435.0,1005.0,373.0,1.7857,54300.0,False,True,False,False,False,1.1662198391420913,4.847184986595174,2.6943699731903483
2813,47.0,1691.0,402.0,913.0,358.0,1.8403,54700.0,False,True,False,False,False,1.1229050279329609,4.723463687150838,2.5502793296089385
2814,41.0,1992.0,421.0,1006.0,419.0,2.8393,57000.0,False,True,False,False,False,1.0047732696897376,4.75417661097852,2.4009546539379474
2815,35.0,2353.0,483.0,1368.0,455.0,2.325,63200.0,False,True,False,False,False,1.0615384615384615,5.171428571428572,3.0065934065934066
2816,21.0,2534.0,554.0,1297.0,517.0,2.0575,67000.0,False,True,False,False,False,1.0715667311411992,4.901353965183753,2.508704061895551
2817,41.0,2221.0,516.0,1106.0,473.0,1.97,51900.0,False,True,False,False,False,1.0909090909090908,4.695560253699789,2.3382663847780125
2818,37.0,1761.0,443.0,911.0,365.0,2.0331,53200.0,False,True,False,False,False,1.2136986301369863,4.824657534246575,2.495890410958904
2819,25.0,1577.0,310.0,844.0,309.0,3.0625,69400.0,False,True,False,False,False,1.0032362459546926,5.1035598705501615,2.7313915857605178
2820,31.0,2348.0,701.0,1413.0,611.0,1.3222,51400.0,False,True,False,False,False,1.1472995090016367,3.8428805237315875,2.3126022913256956
2821,35.0,2608.0,620.0,1566.0,583.0,2.1818,63500.0,False,True,False,False,False,1.0634648370497428,4.473413379073756,2.686106346483705
2822,20.0,3268.0,833.0,1622.0,758.0,1.3587,67500.0,False,True,False,False,False,1.0989445910290236,4.311345646437995,2.1398416886543536
2823,10.0,4159.0,608.0,2089.0,591.0,5.5261,132000.0,False,True,False,False,False,1.0287648054145515,7.037225042301184,3.5346869712351947
2824,19.0,3889.0,832.0,1872.0,731.0,2.6812,107600.0,False,True,False,False,False,1.1381668946648427,5.320109439124487,2.560875512995896
2825,12.0,3449.0,522.0,1754.0,551.0,5.6235,130600.0,False,True,False,False,False,0.9473684210526315,6.259528130671506,3.1833030852994555
2827,28.0,254.0,35.0,118.0,37.0,4.8571,237500.0,False,True,False,False,False,0.9459459459459459,6.864864864864865,3.189189189189189
2828,18.0,1894.0,319.0,846.0,317.0,3.8611,126400.0,False,True,False,False,False,1.0063091482649842,5.974763406940063,2.668769716088328
2829,10.0,6435.0,1040.0,3242.0,1030.0,5.575,132200.0,False,True,False,False,False,1.0097087378640777,6.247572815533981,3.1475728155339806
2830,11.0,8739.0,2190.0,4781.0,1919.0,1.7109,44600.0,False,True,False,False,False,1.1412193850964043,4.553934340802502,2.4914017717561228
2831,29.0,1820.0,459.0,1134.0,419.0,1.8289,59400.0,False,True,False,False,False,1.0954653937947494,4.343675417661098,2.7064439140811456
2832,36.0,790.0,224.0,426.0,208.0,1.4427,50600.0,False,True,False,False,False,1.0769230769230769,3.798076923076923,2.048076923076923
2833,30.0,227.0,75.0,169.0,101.0,1.3527,60000.0,False,True,False,False,False,0.7425742574257426,2.2475247524752477,1.6732673267326732
2834,43.0,2225.0,392.0,890.0,374.0,4.0208,90400.0,False,True,False,False,False,1.0481283422459893,5.949197860962567,2.379679144385027
2835,48.0,1908.0,331.0,789.0,321.0,3.5714,84600.0,False,True,False,False,False,1.0311526479750779,5.94392523364486,2.457943925233645
2836,44.0,2250.0,378.0,928.0,379.0,4.3906,93900.0,False,True,False,False,False,0.9973614775725593,5.936675461741425,2.4485488126649075
2837,42.0,2839.0,516.0,1203.0,487.0,3.7708,79400.0,False,True,False,False,False,1.0595482546201231,5.829568788501026,2.470225872689938
2838,51.0,1373.0,284.0,648.0,300.0,2.8295,72100.0,False,True,False,False,False,0.9466666666666667,4.576666666666667,2.16
2839,36.0,1896.0,315.0,937.0,303.0,3.996,85500.0,False,True,False,False,False,1.0396039603960396,6.257425742574258,3.092409240924092
2840,34.0,1859.0,323.0,854.0,309.0,3.1906,76200.0,False,True,False,False,False,1.0453074433656957,6.016181229773463,2.763754045307443
2841,34.0,813.0,171.0,440.0,170.0,2.8393,69800.0,False,True,False,False,False,1.0058823529411764,4.7823529411764705,2.588235294117647
2842,36.0,1443.0,273.0,680.0,259.0,2.9821,73100.0,False,True,False,False,False,1.054054054054054,5.571428571428571,2.6254826254826256
2843,36.0,1864.0,331.0,1052.0,325.0,3.4205,76600.0,False,True,False,False,False,1.0184615384615385,5.735384615384615,3.236923076923077
2844,36.0,1482.0,266.0,640.0,274.0,3.875,94500.0,False,True,False,False,False,0.9708029197080292,5.408759124087592,2.335766423357664
2845,28.0,4667.0,875.0,2404.0,841.0,3.2325,89000.0,False,True,False,False,False,1.0404280618311534,5.549346016646849,2.858501783590963
2846,29.0,3548.0,729.0,1542.0,659.0,2.947,87100.0,False,True,False,False,False,1.1062215477996966,5.3839150227617605,2.339908952959029
2847,23.0,4483.0,894.0,2136.0,883.0,3.6875,101700.0,False,True,False,False,False,1.0124575311438277,5.077010192525481,2.419026047565119
2848,27.0,2473.0,400.0,1271.0,427.0,3.5524,89100.0,False,True,False,False,False,0.936768149882904,5.791569086651054,2.9765807962529274
2849,23.0,5624.0,1148.0,2842.0,1042.0,3.1297,79000.0,False,True,False,False,False,1.1017274472168905,5.3973128598848366,2.727447216890595
2850,34.0,2047.0,347.0,888.0,352.0,3.6734,92900.0,False,True,False,False,False,0.9857954545454546,5.815340909090909,2.522727272727273
2851,35.0,2220.0,388.0,906.0,373.0,3.5938,95200.0,False,True,False,False,False,1.0402144772117963,5.951742627345845,2.428954423592493
